ComplaintID,Date,ServiceType,ServiceProvider,CustomerName,CustomerContact,Description,ResolutionStatus
285,2023-01-23,Pay TV,MTN,Danielle Larson,23481259111290,Decide building glass old baby seven.,Open
1463,2023-05-27,Pay TV,MTN,Gerald Bates,23481193040333,Either take professional box tough.,Open
5157,2021-12-28,Pay TV,Airtel,Jessica Garcia MD,23490107315166,Order talk exactly maybe material total value.,In Progress
7887,2022-11-17,Pay TV,MTN,Jamie Rich,23480743228884,Certainly develop instead share law.,Resolved
3468,2021-11-23,Telecom,Airtel,Evan Banks,23480349094556,Certain enough inside number lot left light.,Resolved
857,2022-12-29,Telecom,Etisalat,Destiny Jackson,2349049630846,Sometimes plant simple civil professional shoulder.,Open
9052,2022-04-27,Telecom,Etisalat,Sabrina Murray,2348059641176,Third image section practice feel.,In Progress
1421,2023-08-04,Pay TV,MTN,Wendy Quinn,23480506175842,Possible beyond on role.,In Progress
9417,2022-01-16,Telecom,Etisalat,Danny Delacruz,23490771433920,Least manager parent mission discover.,In Progress
9523,2022-11-25,Telecom,Airtel,Michael Vaughn,23480384655461,Trade stay office number.,In Progress
1887,2023-09-15,Telecom,MTN,Samantha Oneal,23481208239222,Quite lawyer remember story.,Resolved
6843,2022-02-28,Telecom,MTN,Cody Ward MD,23470479996713,Local require exactly oil room several service.,Resolved
3341,2023-01-07,Pay TV,MTN,Tim Mason,23470947331464,Either share air want east eat.,In Progress
1582,2022-02-19,Pay TV,Airtel,Joy Williams,23481708497874,Seven company close create.,Open
441,2023-03-07,Pay TV,Airtel,Rodney Valenzuela,23470912078220,Response camera plant level its.,Open
2995,2023-06-25,Telecom,Airtel,Michelle Garrison,23490511647828,Lot event recently such culture almost.,Resolved
3196,2022-05-29,Pay TV,MTN,Michael Thompson,23480510773984,Door food either drop.,In Progress
8482,2023-04-04,Pay TV,Glo,Mike Wood,23470136492572,Your close security ever morning since expert.,In Progress
9101,2022-03-24,Pay TV,Glo,Kathleen Aguilar,23480199971366,Loss look help authority reach lead society.,In Progress
2307,2021-09-30,Telecom,Etisalat,Stacey Rubio,23480531551761,Those trouble vote establish.,Open
9206,2023-07-26,Pay TV,Airtel,Jacqueline Miller,23481182680332,Season several cause around national.,Open
5900,2022-01-09,Pay TV,MTN,Brian Bishop,23481535260152,Begin indeed want area other at something.,Open
1864,2023-03-09,Pay TV,MTN,Tyler Ramirez,23480624279165,Media year forget south science impact this.,Resolved
1373,2022-04-16,Pay TV,Airtel,Connie Smith,23480605666819,Move help continue push often.,In Progress
9087,2022-07-05,Pay TV,Airtel,Jeffrey Carr,23490938075648,Prevent owner respond responsibility.,Resolved
7704,2022-07-10,Pay TV,Glo,Amanda Turner,2347099668801,Moment cell address.,Open
7405,2022-03-22,Pay TV,Glo,Natalie Fuentes,23490525469220,Affect kid bit pass run.,Open
4669,2022-05-19,Telecom,Airtel,Tricia Anderson,2348042982468,Ground under necessary training notice.,Open
1181,2023-03-30,Pay TV,MTN,Carol Barnes,23480467283705,Stage agree foreign sell family.,Resolved
5365,2022-07-15,Pay TV,MTN,Yesenia Wolfe,23470396773263,Along wall rich our move pull.,Resolved
4050,2021-10-16,Pay TV,Glo,Kerry Boyle,23470116618252,Represent add state example six pretty.,Resolved
6280,2022-11-24,Pay TV,Glo,Christopher Duke,23481857872317,Dog window although there learn production.,In Progress
1764,2022-02-15,Telecom,MTN,Travis Dean,23470614774666,Will six piece inside score.,Resolved
6830,2022-07-19,Pay TV,MTN,Oscar Lee,23480516585716,Wife citizen at including commercial idea.,Resolved
6575,2021-11-09,Pay TV,Airtel,Carla Carter,23470260182743,Its road development above.,In Progress
608,2022-03-21,Telecom,Airtel,Nancy Douglas,23481776865024,Fact already of much.,Open
1849,2022-12-19,Telecom,Etisalat,Christina Martinez,23480204845038,Some measure want.,Open
8741,2022-02-02,Pay TV,Airtel,Virginia Carlson,23480833196381,According center return home true ago letter difficult.,In Progress
711,2022-12-07,Pay TV,Airtel,Kurt Michael,23480796759838,Box thought opportunity property toward.,Open
9991,2023-07-08,Telecom,Etisalat,William Hughes,23481783080591,From price still store simply.,Resolved
1868,2023-02-02,Pay TV,Etisalat,Samuel Smith,23480593670549,Suggest not until dinner.,In Progress
5511,2022-10-25,Telecom,MTN,Jeanette Walters,2347090364673,Matter into young friend head great success.,Open
3923,2022-09-12,Pay TV,Airtel,Christopher Durham,23470174895966,Model specific experience public.,Resolved
1223,2021-11-11,Telecom,MTN,Dylan Graves,23480816627835,Process child increase chance.,In Progress
5203,2021-12-16,Pay TV,Etisalat,Wesley Nelson,23470688089870,Pressure reveal political budget fly bill.,In Progress
8721,2023-09-01,Pay TV,MTN,Michael Howard,23490966419575,Five show pull expect.,In Progress
6730,2021-11-02,Pay TV,MTN,Ronald Johnson,23490118742744,Feeling respond public employee near authority reason.,In Progress
5617,2023-09-07,Pay TV,Airtel,Jonathan Rodriguez,23480997397872,Evidence decide art between.,Open
3164,2022-12-27,Telecom,Etisalat,Amanda Hayes,23470696253315,Discuss manager hope.,Resolved
3576,2023-07-26,Telecom,Airtel,Alicia Rojas,23490657203541,Boy west black anything subject often manage.,In Progress
6589,2023-03-23,Pay TV,Glo,Sarah Harding,23481780425114,Boy event see defense.,Open
5539,2021-12-16,Pay TV,Airtel,Ricky Knight,23490501880124,Either act hand weight.,Open
399,2023-08-01,Pay TV,MTN,Courtney Lee,23480194516406,Board high knowledge couple clear public real.,In Progress
6564,2022-08-23,Telecom,MTN,Daniel Patel,2348193079156,Staff build table good rise resource baby.,In Progress
8045,2021-10-28,Telecom,MTN,Andrew Anderson,23490702308826,Open fund design particular already.,Resolved
1120,2023-06-19,Pay TV,Etisalat,Katie Morrow,23481544950908,Leader nation that throw.,In Progress
79,2023-06-01,Pay TV,Etisalat,Mr. Donald Miller,23490442809183,Can I foot.,Open
7050,2022-05-24,Pay TV,Airtel,Leah Rodriguez,23490719320424,Force similar instead history style firm somebody.,In Progress
903,2021-11-26,Telecom,Glo,Erika King,23490108210101,Society little enough possible visit perform.,In Progress
9398,2022-12-11,Telecom,Etisalat,Melinda Montgomery,23480161763108,Save direction activity about.,Resolved
5511,2022-04-28,Pay TV,Etisalat,Kathleen Howard,23470946595201,Level turn yeah career spend.,In Progress
4026,2022-03-17,Telecom,Airtel,Mary Wagner,23480782636244,Hope crime remain free whose.,In Progress
7301,2023-01-05,Pay TV,Etisalat,Daniel Kennedy,23481509879581,Grow spring model fear hit.,Resolved
7903,2023-09-06,Pay TV,Airtel,Kayla Rios,23481663575839,Reason cultural bit matter.,Resolved
205,2022-06-12,Telecom,Airtel,Edward Johnson,23481818050710,Condition fire husband live.,Resolved
8479,2022-06-08,Telecom,MTN,Danielle Walsh,23481814846633,Wait skin head same suggest.,In Progress
7395,2022-04-22,Pay TV,Airtel,Meredith Robinson,23490238101490,Order tonight citizen only work room.,Open
7473,2022-12-10,Pay TV,Etisalat,Donald Ward,23481108234957,Conference give dream important maintain song.,Resolved
7815,2023-04-06,Pay TV,Airtel,Sandra Marquez,23481733918644,Born quality same include spring live.,In Progress
2401,2023-05-28,Telecom,Airtel,Mr. Michael Nash Jr.,23490270504964,Much hope series total foreign soon professional.,In Progress
9328,2023-02-17,Pay TV,Etisalat,Lisa Shaw,23470871704945,Agree loss yes executive adult.,Open
3041,2022-08-15,Pay TV,Etisalat,Dylan Young,23470150618246,Star out someone white shoulder.,Resolved
6053,2023-08-29,Telecom,MTN,Andrew Rios,23470829850412,Capital contain lead bar learn.,Resolved
2331,2022-02-18,Pay TV,MTN,Patrick Wiley,23470439588327,Work pass change hold child.,Open
3764,2023-01-16,Pay TV,Airtel,Trevor Morse,23480465017103,Reason amount game until enjoy response not.,Resolved
8210,2022-08-07,Pay TV,Glo,Marissa Heath,23470301921512,Computer investment his worker country affect stuff.,Resolved
9449,2023-09-22,Pay TV,Glo,Stephanie Harper,23470639692504,Firm seek determine growth enjoy.,Open
7696,2022-09-04,Telecom,Glo,Kayla Cook,23481611198669,Others pay media husband.,Resolved
4260,2022-09-08,Telecom,Airtel,Carla Madden,23490253188755,Author wrong happen study if meeting.,Resolved
834,2022-11-14,Pay TV,Etisalat,Rebecca Perez,23480223189025,Hold traditional per town cultural.,In Progress
3349,2023-07-24,Pay TV,Etisalat,Nathan Neal,2348140996254,Leave election huge when.,Resolved
237,2023-08-15,Pay TV,MTN,Leah Williams,23481489641115,Hotel citizen especially each total way claim.,Resolved
4270,2023-07-21,Pay TV,MTN,Manuel Holden,23490230162414,Authority nature adult bill behavior.,Open
8397,2022-06-10,Telecom,Airtel,Brady Spencer,23490504846998,Spend population parent.,In Progress
1212,2022-10-20,Pay TV,MTN,Brandon Hernandez,23480196536828,Price heart director machine pressure.,Resolved
174,2021-10-29,Pay TV,Airtel,Joseph Johnson,23480653248453,Often likely all night visit.,In Progress
2529,2022-03-06,Pay TV,MTN,Jesse Bailey,23481532104261,Suddenly beautiful road information.,Open
9169,2023-03-08,Pay TV,Etisalat,Michael Evans DDS,23481241329973,Degree number buy reflect wrong list.,Open
6931,2023-07-09,Pay TV,Airtel,Jimmy Hickman,23490318943388,Over down interest smile forward.,In Progress
6641,2023-07-01,Pay TV,Etisalat,Amy Harvey,23490952744541,Indicate glass any.,Resolved
5271,2023-09-21,Telecom,Airtel,Melanie Hardin,23490540232140,Scientist travel else call.,Open
4391,2022-04-30,Pay TV,Glo,Jessica Wallace,23480523890973,Glass relate us with continue left discussion.,In Progress
6001,2022-11-23,Telecom,Glo,Wendy Harris,23480752370887,Upon vote unit maintain computer alone.,Resolved
7326,2023-06-04,Pay TV,Glo,Willie Hernandez,23481912561258,Item yeah describe year actually model task.,Resolved
5909,2023-03-07,Telecom,MTN,Jennifer Williamson,23490133008762,Expect feeling we from money participant.,In Progress
7203,2022-10-30,Pay TV,Airtel,Alexis Shaffer,23481985891390,Later opportunity area music.,In Progress
838,2022-05-29,Telecom,MTN,Daniel Greene,23490273341893,View each time sound always serious community.,Open
5830,2022-09-03,Pay TV,Etisalat,Thomas Torres,23490829611637,Garden six thousand simple fall.,In Progress
4141,2022-09-07,Telecom,Etisalat,Carol Castro,23481842682824,Itself detail choice discover.,Resolved
3292,2022-07-02,Pay TV,MTN,Jose Stanley,2347026810926,Market two body dog.,Resolved
5141,2022-09-02,Telecom,Etisalat,Dr. John Daniels,23480168204438,Politics paper cell build.,Open
3705,2023-07-27,Telecom,Airtel,Bradley Burton,23481645177922,Indeed quality such.,Open
435,2021-11-20,Telecom,Etisalat,Ian Johnson,23481369029091,Fast professional necessary gun kind let.,Resolved
9978,2022-10-19,Telecom,Glo,April Miranda,23481485151753,Interview energy certainly tax.,In Progress
9988,2021-11-03,Telecom,MTN,Linda Griffin,23480951814441,Color into large yourself particular.,Resolved
7732,2023-02-04,Pay TV,Etisalat,David Neal,23470302987937,On leg almost guess.,Resolved
1901,2023-07-04,Telecom,MTN,Jeffery Johnson,23470394717627,Real north brother age a hear check.,Resolved
8434,2022-01-11,Pay TV,Etisalat,Judy Turner,23481738825036,Everyone different left its speech.,Open
6215,2022-03-01,Telecom,MTN,Barry Ramirez,23481435727137,Performance hot establish can parent environment.,In Progress
2685,2022-09-11,Telecom,Etisalat,Austin Davis,23480177944538,Show team government mother computer budget term.,Open
5242,2023-01-08,Telecom,Etisalat,Robert Johnson,23490387256952,Course skin film into.,Resolved
7066,2021-11-10,Telecom,MTN,Lynn Sims,23470657326810,Mrs discuss may benefit least really.,In Progress
3844,2023-05-26,Telecom,Airtel,Jerry Stephens,23481640091216,Teach life word anything southern analysis learn.,Open
4688,2021-11-19,Telecom,Etisalat,Colleen Smith,23481351425309,Million impact weight relationship animal.,Resolved
5464,2022-05-17,Telecom,Glo,Sonya Brown,2349096204296,Picture idea throw hundred medical stuff medical.,Resolved
5347,2021-10-15,Pay TV,Airtel,Michael Matthews,23481704186066,Yard community month their sport.,Open
2532,2023-07-09,Pay TV,Glo,Dan Hill,23481853447796,Hard gun front and bed wrong.,In Progress
6376,2022-01-23,Telecom,Etisalat,Crystal George,23470313034473,Policy mother career yourself.,In Progress
7439,2023-04-10,Pay TV,Airtel,Marissa Kennedy,23490573318345,Available image world charge effect always.,Resolved
2800,2023-07-01,Pay TV,Airtel,Daniel Rodriguez,23490663993812,Management concern pull.,In Progress
6042,2023-04-04,Telecom,Etisalat,Jacob Cooper,23470575667225,White off ten much in Congress.,Resolved
9611,2022-07-22,Pay TV,Airtel,John Williamson,23490106162680,Type study age that but teacher create.,In Progress
7834,2021-12-06,Pay TV,MTN,Thomas Johnson,23481858035804,Loss run near cold.,In Progress
7720,2022-04-29,Telecom,Airtel,Shannon Michael,23470810045026,Center message speak management decide minute south.,In Progress
3852,2022-07-02,Telecom,MTN,Hailey Frank,23480617014268,Campaign address image specific drop explain history.,Resolved
4668,2023-05-05,Pay TV,MTN,Darren Martinez,23470114630962,First set citizen cost fight all follow however.,In Progress
3678,2023-01-25,Pay TV,MTN,Tiffany Flynn,23480367354773,Yes someone agency according Democrat.,In Progress
3564,2022-03-03,Telecom,Etisalat,Erin White,23490726091642,Defense offer poor door expert family authority result.,Resolved
679,2022-04-19,Pay TV,MTN,Leslie Gonzales,23480792329098,Stop hot politics five.,Open
3448,2023-08-01,Telecom,Glo,Michael Perry,23480866839863,Season central door organization avoid.,Resolved
9646,2022-11-27,Pay TV,MTN,Barbara Swanson,23480934302747,Training official goal next.,Resolved
2279,2022-03-23,Pay TV,Glo,David Greer,23490111619316,Strong feeling like compare herself traditional.,Resolved
636,2022-05-08,Telecom,Airtel,David Clay,2347015375184,Always end mouth ready challenge.,Resolved
542,2022-10-09,Pay TV,Airtel,Jordan Everett,23481670478314,Feel person song democratic himself late society.,Open
8288,2023-04-04,Pay TV,Etisalat,David Zamora,23490849094627,Across series base our standard test possible.,In Progress
8045,2022-10-12,Pay TV,Etisalat,Kari Carter,23470919249385,Same you exactly that half seven exist animal.,In Progress
3822,2023-05-29,Pay TV,Airtel,Alan Sanders,23480383330008,Southern particularly door world.,Open
8387,2023-02-23,Telecom,Glo,Karen Cameron,23490738111317,Live shoulder side card particularly.,Open
7619,2021-11-14,Telecom,Etisalat,Victoria Hunt,23490783265943,Between seat unit all.,In Progress
7293,2022-11-24,Pay TV,Glo,Michael Henry,23490362965645,Claim month eight question image.,Open
3126,2023-07-05,Telecom,Airtel,Dwayne Martinez,23470238595699,Ball receive participant speak around next protect.,Resolved
4428,2023-08-24,Pay TV,Glo,Samuel Frye,23481203821262,Must large ten not.,Resolved
9842,2022-08-15,Telecom,Etisalat,Steven Camacho,23481101737591,Either include step season son stay recognize.,Open
8598,2021-10-08,Pay TV,Airtel,Jeffrey Thompson,23481647512422,Sea dog yet turn.,Resolved
4408,2023-03-30,Telecom,MTN,Erin Kelley,23470379880585,Direction six focus building between receive always.,Open
4363,2023-06-10,Telecom,Etisalat,Cynthia Rodriguez,2347018527555,Pay why around.,In Progress
5211,2022-11-01,Telecom,Glo,Karen Allen,23481262877567,Crime physical model world suddenly.,Open
1732,2022-01-22,Telecom,Airtel,Trevor Williamson,23480239841228,Enter thus often particularly eat.,In Progress
2428,2022-04-10,Telecom,Glo,Corey Mahoney,23481979675259,Since last strategy join job without recent.,Resolved
4048,2023-05-17,Telecom,Glo,Ashley Boyd,23481687465827,Mrs century effect ground.,Resolved
8156,2022-03-24,Pay TV,Etisalat,Emily Colon,2348187035746,Position anything affect quite kid yet itself.,In Progress
4160,2022-03-18,Telecom,Airtel,Austin Mccormick,23490399249097,Include sister trial among media entire husband.,Resolved
1306,2022-11-12,Telecom,Glo,Mariah Mckenzie,23480566657663,Entire remain claim across service wrong.,In Progress
6168,2022-11-21,Pay TV,Etisalat,Corey Green,2348113144638,Statement case visit happen fly few.,Resolved
9835,2023-07-02,Telecom,Airtel,Lori Wang,23470949392851,Thank Congress ready son.,In Progress
4422,2022-04-08,Telecom,Glo,Angela Cortez,2349023859143,Whatever sure beyond home billion act.,Open
2330,2023-05-10,Telecom,Airtel,Michael Davis,23480392383636,Question per run south.,In Progress
9227,2021-12-09,Pay TV,MTN,Janice Stewart,23490200102173,Describe room movie kitchen a.,Resolved
7434,2022-06-28,Telecom,Glo,Ashley Lee,23481960630630,Scientist weight lawyer box specific model.,Open
6613,2022-04-24,Pay TV,Airtel,Nathaniel Morgan,23481772296489,Chance she early main short.,Open
2135,2022-07-18,Pay TV,Glo,Adam Newman,23470502856208,Majority generation skill difference whole.,In Progress
5271,2022-11-08,Telecom,Etisalat,Lauren Mejia,23480255120979,Short line experience take special yet.,Open
1452,2023-03-18,Telecom,MTN,Mark Oconnor,2348136607049,Discussion region ask product may me.,In Progress
5341,2023-05-18,Pay TV,MTN,Matthew Holland,23481964637482,If process left.,Open
8174,2023-05-14,Pay TV,Etisalat,Marilyn Henderson,23480319090410,Edge want call which keep leader within.,In Progress
4546,2023-04-07,Telecom,Airtel,Ashley Rogers,23470661311543,Easy front those grow serious occur six career.,In Progress
2485,2022-10-02,Telecom,Etisalat,Robert Sanders,23470325086128,Concern arm floor goal.,Open
3091,2022-04-29,Pay TV,MTN,Mary Schmidt,23490910019401,Western financial board few site.,In Progress
6797,2022-07-19,Telecom,Glo,Joshua Wilkins,23481315617277,Financial agent better.,Open
7101,2023-07-31,Pay TV,Airtel,Daniel Bailey,23470413117932,Shake project because statement admit agreement.,In Progress
6786,2022-12-08,Telecom,Glo,Anthony Hoffman,23490256736699,Really quality politics nor across future.,In Progress
8537,2022-03-26,Pay TV,Glo,Robert Black,23481692203992,Herself early statement summer.,In Progress
408,2022-12-22,Pay TV,Glo,Leslie Olson,23470539059261,Say music her family game specific exist way.,Open
1114,2022-04-29,Pay TV,Etisalat,Suzanne Andrews,23490401485770,Response thought bed box agency traditional figure.,In Progress
1049,2023-02-12,Pay TV,Airtel,Zachary Hogan,23490764152758,Agent action success forget bring include federal.,Open
3348,2023-02-28,Telecom,MTN,Eric Price,23480231157488,Network trip notice happy candidate realize argue respond.,Open
2609,2023-03-14,Telecom,Etisalat,Cindy Mccall,23481650770140,Opportunity rock training local free.,Open
9469,2022-02-13,Telecom,Airtel,Rebecca Garrett,23480730809285,Black book practice black decision.,Open
8029,2023-01-26,Pay TV,Airtel,Kevin Vaughan IV,23481895642083,Moment manager people however may economic join administration.,Open
671,2022-02-01,Pay TV,MTN,Steven Bradshaw,23490319370269,Manager wrong star natural simple determine.,Resolved
6002,2022-07-04,Pay TV,Airtel,Angela Gentry,23480778321927,Good cut require news involve.,In Progress
2417,2022-08-13,Pay TV,MTN,Gary Palmer,2348010459838,Tell of perhaps heart measure.,Open
8953,2022-05-07,Telecom,MTN,Emily Miller,23480272162135,Foreign unit soldier while.,Resolved
8560,2023-04-07,Pay TV,Glo,Mr. Randall James,23490165731060,Total leave money generation speak war yet.,In Progress
7507,2022-04-18,Telecom,Airtel,Robert Love,23470536423734,Source loss do.,In Progress
2373,2023-07-27,Pay TV,Glo,Jack Flores,23470565894519,Professor answer north sing leg suddenly.,Open
9697,2023-06-04,Telecom,MTN,Elizabeth Lowe,23480991846867,Blue nice worker write represent Democrat agree.,In Progress
7453,2023-02-06,Telecom,MTN,Richard Davis,2348086906997,Cold a start task hair yourself herself.,In Progress
5052,2022-06-20,Pay TV,Etisalat,Angela Bennett,23481323976442,Page long everyone factor raise determine view.,Resolved
9908,2022-04-13,Pay TV,Airtel,Catherine Contreras,23470322558722,Apply month including.,In Progress
1966,2023-08-03,Pay TV,MTN,Zachary Mccarthy,23480367595784,Meeting join two floor.,In Progress
9983,2021-11-12,Telecom,Etisalat,Carolyn Castillo,23470425944963,Try another politics carry edge.,Resolved
1032,2022-06-18,Pay TV,MTN,Steven Morse,23470442979798,Place push detail cup country.,Open
3337,2023-02-03,Telecom,Airtel,John Phillips,23481521274149,Cut allow center tough interesting camera.,Resolved
8429,2022-07-10,Telecom,Glo,Megan Fleming,23480681423812,Piece product speak certainly hundred.,Open
5083,2022-12-06,Pay TV,Airtel,Arthur Adams,23480534825894,Consider deep keep trip spend sense.,Open
888,2021-11-11,Telecom,Glo,Ethan Ingram,2348135445833,Draw purpose far remain body time.,Resolved
7629,2022-03-09,Pay TV,Etisalat,Michael Cooley,2349054148186,Four traditional oil even try thought ball.,Resolved
7769,2022-08-31,Telecom,Airtel,Leonard Park,23481718974270,Wrong health effort defense call prove for.,Open
8718,2022-12-03,Pay TV,Glo,Cassandra Morrow,23470790203540,Cultural friend serious item every newspaper decision war.,Open
1643,2023-04-14,Telecom,Glo,Matthew Moran,23470168903098,If professional lead star interview term wear word.,Open
3309,2021-10-01,Pay TV,Airtel,Isaac Edwards,23480565006513,Amount reality course skill.,In Progress
421,2022-10-20,Telecom,Glo,Richard James,2348018470266,Remember early trip relationship note rich drop.,Open
8958,2022-06-17,Pay TV,Airtel,Richard Clark,23481318004376,See as when this history.,Open
8001,2022-07-06,Pay TV,MTN,Sean Williams,23481972244856,Interesting late stay second huge sit.,In Progress
5461,2021-12-28,Pay TV,MTN,Nicole Williams,23481934087015,Building information girl young friend.,Resolved
2310,2023-05-11,Pay TV,Glo,James Griffin,23481117409587,Decide nor tonight create.,Resolved
400,2023-02-22,Telecom,MTN,Robert Cline,23480125323303,Reflect item face sing civil.,In Progress
6632,2023-04-06,Telecom,Airtel,Michael Weaver,2347089955769,Seem meet beyond after home visit fund.,In Progress
6107,2023-01-06,Telecom,Glo,Catherine Adams,23490643960887,Yet threat cover kind tax.,Open
7510,2023-07-07,Pay TV,Airtel,Miss Jessica Joseph,23481159075682,Pass believe there note country example.,In Progress
4627,2023-04-30,Telecom,MTN,Timothy Coleman,2348046790269,Billion western such usually over learn others account.,In Progress
1084,2023-06-02,Pay TV,MTN,Andrew Kelly,23480281341151,Bank become data nothing full public true.,In Progress
5388,2023-01-27,Telecom,Etisalat,Jason Turner,23481732732566,Couple something end just lay interview.,Resolved
3640,2022-02-06,Pay TV,MTN,Erin Daniels,23470217430877,Popular entire yard indeed the quality.,Open
4318,2021-12-18,Telecom,MTN,Morgan Cortez,23470855847123,Far fight security bill much building clear.,In Progress
8580,2022-05-18,Telecom,Airtel,Scott Combs,23480667687326,Free treat maintain lead method wife.,Open
3897,2022-03-05,Telecom,Airtel,William Dean,23490803318070,Specific pull citizen wait perhaps build sit.,In Progress
6967,2022-04-02,Telecom,Airtel,Mr. Frank Howe,23490171969206,Your manage meet could war huge red.,Resolved
2715,2022-08-02,Telecom,Airtel,Julia Murray,23480621443647,Skin nature night Mr.,Open
408,2022-08-29,Pay TV,Airtel,James Owen,23481272611331,Marriage suggest medical happen computer.,In Progress
4177,2022-05-25,Telecom,Etisalat,Jennifer Cross,23480801527303,Even wind top police.,Open
7620,2023-02-04,Pay TV,Airtel,Tiffany Johnson,23481856852776,Investment consumer wonder single bill fast worry technology.,Resolved
3264,2022-03-18,Pay TV,Airtel,Jeffrey Campbell,2349018155707,Itself picture opportunity note you loss respond.,Open
3402,2022-02-09,Telecom,Etisalat,Sheri Pollard,23481530968282,Break me realize painting that prevent this.,Resolved
305,2022-02-06,Pay TV,Glo,Laura Johnson,23480480471438,Test crime early follow difficult.,In Progress
4552,2023-01-18,Pay TV,Etisalat,James Vang,23470446989113,Head worker writer.,Open
410,2022-12-09,Pay TV,Etisalat,Brooke Myers,234907272485,Feeling cost this couple avoid.,Resolved
9104,2022-10-17,Pay TV,MTN,Pamela Boyer,234905760493,Ahead throughout general enough determine toward.,Open
9201,2022-12-24,Pay TV,MTN,Carla Luna,23470248485356,Group beyond know white surface mission career.,In Progress
7634,2023-01-01,Pay TV,Glo,Luis Alexander,23480352262361,Water air also floor.,Resolved
9047,2022-11-23,Telecom,Etisalat,Jesse Arnold,23481792922821,Until team husband project argue staff pattern.,In Progress
1936,2022-11-01,Telecom,Etisalat,Rebekah Blair,23480235944307,Leave former put event.,Resolved
9799,2022-11-12,Telecom,Glo,Patrick Jones MD,23481294638447,I develop somebody bad care.,Resolved
9373,2023-01-09,Pay TV,Etisalat,Todd Rodriguez,23480115441447,Push room owner capital camera office.,Open
2482,2021-11-23,Pay TV,Airtel,Margaret Clark,23480515559596,North treat least establish successful.,Open
9838,2021-12-12,Pay TV,MTN,Brooke Garcia,23470727457841,This whose group fine.,Open
4934,2023-03-10,Pay TV,Airtel,Debra Edwards,23480875427931,Between prevent without because face specific.,Open
932,2023-05-17,Pay TV,MTN,Scott Carrillo,23481789380616,World or among international certainly open media.,Open
4020,2023-03-31,Telecom,Airtel,Ariel Medina,23490805793145,Defense short move any.,Resolved
9228,2022-04-12,Pay TV,Etisalat,Maria Taylor,23481167881858,Again ever choice southern discover measure.,Open
9172,2022-01-10,Pay TV,Glo,Joshua Thomas,23480797775304,Act machine not.,Resolved
5579,2023-06-15,Pay TV,Glo,Cindy Wang,23490778767337,Easy professional station discussion.,Resolved
4325,2022-08-10,Pay TV,Airtel,Lindsay Rojas,23481908246663,Between deal seem issue.,In Progress
8768,2022-10-22,Telecom,Etisalat,Nathan Klein,2349078244275,Court protect pretty president hand party discuss.,In Progress
1956,2023-08-12,Pay TV,Airtel,Lindsey Wood,23470289559355,Rich news truth dog.,Resolved
3253,2023-03-15,Pay TV,Glo,Vanessa Love,23481869844836,Listen discuss nor wait certain toward major sign.,Open
1074,2023-08-20,Telecom,Etisalat,Erika Waters,23490108634475,Again black about some after attention politics expect.,Resolved
7302,2022-04-04,Telecom,Etisalat,Melissa Miller,23470995154314,Worker green change glass.,Resolved
7570,2023-09-01,Pay TV,MTN,Alison Cherry,2348032581431,Such trip such experience available suggest oil.,Open
8490,2023-01-27,Pay TV,Etisalat,Victoria Haley,23480295715331,Establish approach thought tend.,Resolved
605,2023-05-25,Telecom,Etisalat,David Shea,23481795613153,Concern inside produce.,Resolved
5114,2022-10-30,Pay TV,Etisalat,Mary Booth,23490122439550,Model movement agent.,Resolved
6131,2023-06-21,Pay TV,MTN,Jennifer Myers MD,23470983713993,Population send garden meet traditional.,In Progress
5233,2021-12-23,Telecom,MTN,David Garcia,23470182179535,Season full expect big property car imagine.,In Progress
7704,2021-11-15,Telecom,Airtel,Mr. Frederick Cox MD,23481292815579,Station difficult him sit.,In Progress
3108,2022-03-08,Telecom,Etisalat,Rebecca Castillo,23490462017872,Machine send anyone only determine whether machine.,Open
3178,2022-04-19,Pay TV,Glo,William Yu,23490927296675,Bring former picture.,Open
4766,2022-10-18,Pay TV,Etisalat,Justin Dalton,23480672757612,You road new if market trial someone.,In Progress
1894,2021-12-27,Telecom,Glo,Brooke Robinson,23480999628683,Anyone crime decide action.,Resolved
4897,2022-06-10,Telecom,MTN,Miss Jessica Cook,23480551821827,Ball city message drive wish force boy.,Open
4799,2021-11-19,Pay TV,MTN,Linda Thomas,23481879352348,Wind quickly around staff material reveal crime late.,In Progress
6299,2022-05-21,Telecom,MTN,Randall Mccarthy,23470110527616,Outside say part resource paper.,In Progress
7763,2022-07-01,Telecom,Airtel,James Hahn,23490323707001,Performance finish move five task sort others best.,Open
1997,2022-06-03,Telecom,Glo,Alan Houston,2348179069839,Impact security son compare society benefit.,Open
4896,2023-06-11,Telecom,Glo,Brandi Rubio,23481748434846,Road current fine last us authority success.,In Progress
7038,2023-06-25,Pay TV,Glo,Michael Delgado,23490909106136,Risk very glass treat somebody sound.,In Progress
1842,2022-05-24,Telecom,MTN,Renee Davies,23481545885610,Ever own third resource.,Open
5373,2023-05-24,Pay TV,Etisalat,Bethany Huber,2348032030567,Never soon ball.,Open
8361,2022-02-18,Pay TV,MTN,Joshua Roy,23470341534776,Share we today reach need sometimes.,In Progress
7013,2023-07-11,Pay TV,MTN,Stephen Martin,23470431110651,Shoulder design behind if stay.,In Progress
663,2022-09-19,Telecom,MTN,Gina Lynch,23480778559822,Its let site water simple support figure.,In Progress
2483,2021-11-18,Pay TV,Airtel,Mark Gray,23481230214527,Seek just ahead even create myself site past.,Open
